componente,valor_singular,varianza_explicada,varianza_acumulada
422,3.1998272,6.88282095148167e-05,0.9842738886752566
423,3.1922357,6.850201154310783e-05,0.9843423906867996
424,3.1873236,6.829135514352962e-05,0.9844106820419432
425,3.1803377,6.799232435189217e-05,0.984478674366295
426,3.1648076,6.732991035007847e-05,0.9845460042766451
427,3.1602266,6.713513491734066e-05,0.9846131394115624
428,3.1467476,6.656366685171146e-05,0.9846797030784141
429,3.139699,6.626580016139766e-05,0.9847459688785756
430,3.1337082,6.601316276518526e-05,0.9848119820413408
431,3.1258726,6.568345254656134e-05,0.9848776654938873
432,3.121568,6.550267139680185e-05,0.9849431681652842
433,3.115315,6.52405094064995e-05,0.9850084086746906
434,3.1108377,6.505311969426401e-05,0.9850734617943849
435,3.1013308,6.465611335868115e-05,0.9851381179077436
436,3.092215,6.42765864194669e-05,0.9852023944941631
437,3.0852692,6.398814981470522e-05,0.9852663826439778
438,3.0743794,6.35372417381044e-05,0.9853299198857159
439,3.067185,6.324021592290056e-05,0.9853931601016388
440,3.0573099,6.283365709436185e-05,0.9854559937587332
441,3.0497243,6.252224932190897e-05,0.9855185160080551
442,3.0439353,6.228511289079086e-05,0.9855808011209458
443,3.0368407,6.199511044131441e-05,0.9856427962313872
444,3.0313284,6.177025726697843e-05,0.9857045664886541
445,3.0237696,6.146258471251054e-05,0.9857660290733666
446,3.017798,6.122005839650321e-05,0.9858272491317631
447,3.007369,6.0797660991323315e-05,0.9858880467927544
448,2.9965234,6.035993497860152e-05,0.985948406727733
449,2.9908426,6.013129156983133e-05,0.9860085380193028
450,2.9893894,6.0072873761433077e-05,0.9860686108930642
451,2.9843721,5.987139480423558e-05,0.9861284822878684
452,2.9600365,5.8898950929984743e-05,0.9861873812387985
453,2.959101,5.8861725395407686e-05,0.9862462429641938
454,2.949222,5.846936506296695e-05,0.9863047123292568
455,2.942185,5.8190669505134956e-05,0.986362902998762
456,2.9398623,5.809882987076185e-05,0.9864210018286327
457,2.925218,5.752146356194893e-05,0.9864785232921947
458,2.920578,5.733912242876201e-05,0.9865358624146234
459,2.908423,5.6862840052037106e-05,0.9865927252546755
460,2.902818,5.664388420186334e-05,0.9866493691388774
461,2.8954623,5.635717869035968e-05,0.9867057263175677
462,2.8905213,5.616500041281774e-05,0.9867618913179805
463,2.8847477,5.5940855882577243e-05,0.9868178321738631
464,2.8788316,5.571164112608396e-05,0.9868735438149892
465,2.8677917,5.5285165580284405e-05,0.9869288289805694
466,2.8581793,5.4915174828227326e-05,0.9869837441553977
467,2.8537014,5.4743235794996844e-05,0.9870384873911927
468,2.8503208,5.46136133154801e-05,0.9870931010045082
469,2.8460095,5.444852392495727e-05,0.9871475495284332
470,2.8432615,5.4343427304253455e-05,0.9872018929557375
471,2.8335578,5.397312791235174e-05,0.9872558660836498
472,2.8253214,5.365981253133826e-05,0.9873095258961812
473,2.8160706,5.330899384837855e-05,0.9873628348900295
474,2.8061433,5.293380429442307e-05,0.9874157686943239
475,2.799952,5.270048400997836e-05,0.9874684691783339
476,2.7934742,5.2456915538705484e-05,0.9875209260938725
477,2.7887676,5.228029902479922e-05,0.9875732063928974
478,2.781265,5.1999380489299865e-05,0.9876252057733866
479,2.7663627,5.1443635463872436e-05,0.9876766494088505
480,2.7624168,5.129698589663195e-05,0.9877279463947471
481,2.7551832,5.1028686737510527e-05,0.9877789750814847
482,2.7467856,5.071809803227848e-05,0.987829693179517
483,2.7395422,5.045095900424828e-05,0.9878801441385212
484,2.727339,5.000249521456801e-05,0.9879301466337358
485,2.7189555,4.969556434964321e-05,0.9879798421980854
486,2.708713,4.932185745471951e-05,0.9880291640555402
487,2.703767,4.914190272299246e-05,0.9880783059582632
488,2.6971042,4.8900002093410395e-05,0.9881272059603566
489,2.6854262,4.847746225649259e-05,0.9881756834226131
490,2.6781237,4.82141696495618e-05,0.9882238975922626
491,2.6646333,4.772965723638522e-05,0.988271627249499
492,2.653158,4.731944398523285e-05,0.9883189466934843
493,2.6399581,4.684977444364556e-05,0.988365796467928
494,2.632343,4.6579883294795924e-05,0.9884123763512228
495,2.622461,4.623081240772543e-05,0.9884586071636305
496,2.6181746,4.6079803343846e-05,0.9885046869669744
497,2.6073134,4.569828412625552e-05,0.9885503852511006
498,2.6032274,4.5555165402619213e-05,0.9885959404165032
499,2.6004267,4.545719635136954e-05,0.9886413976128546
500,2.588291,4.503390454024609e-05,0.9886864315173949
